lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
жена	NN	example	22	22_жена_179		В стране, где жена, любовница и просто женщина обозначаются одним словом«жинка», именно такое и должно случиться.	14:18	0:113	28011	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_37732		Этим он обязан Евгении Степановне-- жене отца, ставшей для него второй матерью.	36:40	0:79	28015	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_58921		Закрыв глаза, он вспоминал жену-- маленькую, стройную, её волосы причёсаны гладко, заплетены в косу и образуют на затылке пышный золотистый узел.	27:31	0:145	28003	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_94886		Надо всем этим, конечно, преобладала мысль, что всякий человек должен иметь жену, которая бы его любила, и что любви к нему Миропе Дмитриевне было не занимать стать, но, как ни являлось все это ясным, червячок сомнения шевелился еще в уме Аггея Никитича.	76:80	0:254	28023	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_98970		-- Петя, я тебе говорю, замолчи,-- крикнул граф, оглядываясь на жену, которая, побледнев, смотрела остановившимися глазами на меньшого сына.	64:68	0:140	28027	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_26928		Только теперь догадался Коравье, что жене пришла пора родить…	37:41	0:61	28016	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_104339		-- Отвяжись ты, нечистая сила!-- рявкнул он со злобой на жену, когда та спросила, отчего он такой хмурый.	57:61	0:105	28004	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_7073		Так случилось, что, будучи всем сердцем привязан к своей жене и маленькому сыну, я обрел и вторую семью.	57:61	0:104	28017	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_110329		Николай Г. тесно сроднился с жизнью на улице и в кабаке, а его жена— энергичная и трудолюбивая женщина, и, быть может, ей удастся найти себе заработок и в ссылке».	63:67	0:163	28012	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_74196		Многие из них даже не просили милостыни, другие протягивали руку, жалуясь, что им нечем кормить больную жену и многочисленных детей.	104:108	0:132	28022	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_109469		Пущай оба друг друга похищают,-- добродушно машет рукой отец семейства и отводит жену и сына к другой картине.	81:85	0:110	27998	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_96841		Находясь под влиянием нахлынувших мыслей и сейчас происшедшей сцены прощания с его женою, я высказал ему то, чего не решался сказать ей.	83:88	0:136	28029	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_106013		Жена его, боярыня Варвара, хотя и вела обычную теремную жизнь и проводила большую часть за вышиванием церковных воздухов и пелен среди многочисленных девушек-прислужниц, проявляла свои душевные качества в заботах о дворовой челяди, в широкой благотворительной деятельности.	0:4	0:273	28024	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_85220		Михей Зотыч сейчас же сообразил, что Симон находится в полном рабстве у старой жены, и захотел ее проучить.	79:83	0:107	28019	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_76356		Потом останавливался перед наклеенной на стену картинкой из старого журнала: на картинке был изображен какой-то посланник в цилиндре и его жена, красавица с удивленно поднятыми бровями; тыча им в глаза вилкой, вахмистр выкрикивал все газетные ругательства о буржуях, которые мог припомнить, и стонал:«Ах, горе, горе...»	139:143	0:319	28000	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_1384		Я и жена Якира почему-то были арестованы двумя неделями позже.	4:8	0:62	27997	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_95368		Она любила своих подруг, своих наставниц, страстно любила своего отца, и, конечно, если бы судьба послала ей доброго мужа, она сделалась бы доброй женой и нежной матерью, и вся бы жизнь ее протекла в выполнении этого чувства любви, как бы единственной нравственной силы, которая дана была ей с избытком от природы.	147:152	0:314	28006	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_100491		Наконец видел я и Прошку и убедился, что и этот кремешок сломило-таки железное упорство кроткой Сониной натуры, что он уже понимает свое скотство и ему стыдно жены.	159:163	0:164	28009	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_84953		Высокая и плотная, Парасковья Ивановна сохранилась не по годам и держалась в сторонке от жен других заводских служащих.	89:92	0:119	28020	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_52486		Мы его привезли в Старый Оскол-- вот твоя жена.	42:46	0:47	28028	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_6414		Жена-то, вероятно, на самом деле его попросту доит...	0:4	0:53	28007	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_59995		Помните, лифтерша Марья Ивановна рассказывала, что он привез своей жене из Берлина голубой вязаный костюм?	67:71	0:106	28014	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_62581		В силу особенности своего характера свято верить в непогрешимость всех своих выдумок, он дошел под конец до идеи полагать все счастье моей жены в том, чтобы она, как можно скорее уверившись в моей измене, бросила меня и перешла к нему.	139:143	0:235	28013	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_7691		Черта с два я твоя жена!	19:23	0:24	27996	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_109468		Около картины«Похищение Европы» остановились муж и жена.	51:55	0:56	28005	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_105842		В Европе женщина большею частию разделяет труды мужчины; испанец, напротив, любит, чтоб жена его держала себя знатной дамой, не заботясь ни о чем.	88:92	0:146	28002	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_116208		-- И она была бы для него доброй женой, конечно насколько вообще жены могут быть добрыми?	65:69	0:89	28008	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_566		Поэтому жена-- предмет его постоянных удивлений, раздумий, постоянный сюжет его афоризмов.	8:12	0:90	28001	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_85364		Даже протоколы совета, относящиеся к этому времени, переполнены множеством дел по таким жалобам, где были выведены на сцену жены, дочери, кухарки профессоров и явились в разоблачении самые сокровенные семейные дела.	124:128	0:215	28010	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_83289		Но влияние ли его разнохарактерного родства или что другое сделало, что он пятнадцать лет тому назад ушел сначала в католичество, потом в протестанство; в это-то время служения, когда он не по годам бросал одну-- жену Веру, уже с ребенком от него,-- произошло и то, что ныне он выставляет против нее; молодая женщина, заброшенная мужем, согрешить могла; но и он же-- поспешил жениться по-язычески на другой, нынешней его жене.	213:217	0:426	28025	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_95124		Павел не обратил сначала внимания на слезы и уход жены; но, выспавшись, ему, видно, сделалось совестно своих слов: он спрашивал у людей, что делает жена.	148:152	0:153	27995	sem_cluster	ru	ek.gavrishina
жена	NN	example	22	22_жена_70048		Запрятывая в карман фрака бумажку, на которой заслуги Помпония, после долгих усилий воображения, возведены в n-ю степень, будущий оратор сообщает жене и всем встречным:	146:150	0:168	27999	sem_cluster	ru	ek.gavrishina
